LabVIEW					
Separator	Tab				
Decimal_Separator	.				
Date	17/02/2021				
					
Location		1/4L	1/2L	3/4L	
Time	Load (Mean)	WG 16 (Mean)	WG 4 (Mean)	WG 2 (Mean)	Comment
sec	kN	mm	V	mm	
1067.446916	86.485168	381.737222	6.033140784	388.942049	
1068.499021	86.537347	381.737051	6.033134455	388.940889	
1069.551088	86.526564	381.737208	6.033140331	388.942309	
1070.602122	86.569741	381.735528	6.033164672	388.941575	
1071.653928	86.639083	381.729597	6.033058131	388.940041	
1072.705604	86.765334	381.725831	6.032964004	388.93767	
1073.758161	86.899211	381.721675	6.032974228	388.935407	
1074.812296	87.067482	381.722461	6.032952634	388.935177	
1075.862424	87.266028	381.716583	6.032403798	388.930109	
1076.914508	87.488404	381.71165	6.032337941	388.924236	
1077.965556	87.688389	381.708114	6.032193014	388.921401	
1079.016655	87.910205	381.702588	6.032006291	388.914292	
1080.070479	88.127143	381.693403	6.031887337	388.905423	
1081.122907	88.28964	381.692586	6.031798426	388.902205	
1082.177199	88.417067	381.684324	6.031558292	388.894431	
1083.227585	88.490216	381.681021	6.031609337	388.891815	
1084.278742	88.509078	381.675309	6.031555545	388.888957	
1085.33165	88.500005	381.674799	6.031517401	388.889507	
1086.381722	88.439754	381.673362	6.031498764	388.888998	
1087.435365	88.328759	381.675602	6.031460723	388.889215	
1088.487209	88.292614	381.673006	6.03143534	388.887723	
1089.538041	88.339188	381.676545	6.031504465	388.889657	
1090.591284	88.361719	381.672357	6.031397787	388.887378	
1091.643276	88.393586	381.671718	6.031299904	388.886838	
1092.695101	88.462038	381.67133	6.031383078	388.887271	
1093.746619	88.561919	381.667044	6.031302964	388.885205	
1094.799119	88.688846	381.663015	6.031282101	388.882551	
1095.849348	88.867397	381.656711	6.031122324	388.876063	
1096.901213	89.042295	381.646951	6.031134008	388.869655	
1097.951919	89.228571	381.645981	6.030830243	388.864447	
1099.00364	89.415766	381.636741	6.030696026	388.857321	
1100.052818	89.570211	381.634026	6.030664661	388.854906	
1101.104209	89.722371	381.627746	6.030461142	388.844778	
1102.156161	89.871216	381.62438	6.030443999	388.840143	
1103.206429	89.998036	381.619827	6.030329566	388.83472	
1104.258602	90.086827	381.614578	6.030359123	388.829813	
1105.30887	90.258932	381.602361	6.030145207	388.823237	
1106.358865	90.326304	381.60139	6.030098928	388.817183	
1107.411253	90.28974	381.603386	6.030071597	388.816182	
1108.461776	90.288674	381.596375	6.029887967	388.813115	
1109.512476	90.39716	381.597997	6.029909212	388.812515	
1110.562369	90.427645	381.595998	6.029895722	388.811749	
1111.613865	90.473278	381.594771	6.029902711	388.810455	
1112.665571	90.466565	381.595417	6.029875798	388.810385	
1113.720873	90.524882	381.588113	6.029695019	388.805052	
1114.774344	90.565015	381.587864	6.029628015	388.80329	
1115.826849	90.583191	381.586528	6.02960204	388.802901	
1116.87628	90.588166	381.588509	6.029622764	388.802207	
1117.92942	90.647918	381.582569	6.029548458	388.799985	
1118.9825	90.664811	381.582322	6.029498908	388.800187	
1120.035509	90.676146	381.579506	6.029447097	388.798478	
1121.087929	90.732333	381.576947	6.029335795	388.794981	
1122.139327	90.772792	381.574691	6.029317957	388.794593	
1123.189697	90.821247	381.569981	6.029241354	388.789968	
1124.239836	90.869954	381.568778	6.029091698	388.789254	
1125.291276	90.888527	381.568964	6.029063324	388.788258	
1126.34092	90.926913	381.566791	6.029021285	388.787814	
1127.391348	90.964111	381.561778	6.028907893	388.785065	
1128.44295	91.045845	381.5623	6.028947429	388.783929	
1129.49614	91.046787	381.558773	6.028844332	388.781694	
1130.546208	91.12228	381.558566	6.028853302	388.780912	
1131.599219	91.170753	381.556002	6.028853337	388.777775	
1132.64976	91.226354	381.552937	6.028742	388.776323	
1133.701735	91.297179	381.55263	6.028698918	388.775546	
1134.75539	91.338582	381.551697	6.028723813	388.774854	
1135.807925	91.404024	381.547963	6.028722214	388.771994	
1136.860443	91.460274	381.545371	6.028629547	388.768983	
1137.91362	91.451639	381.545644	6.02857106	388.77028	
1138.966218	91.519685	381.542456	6.028595402	388.76752	
1140.022081	91.582899	381.538306	6.028551763	388.764992	
1141.074461	91.609183	381.535261	6.028460661	388.762903	
1142.125938	91.730729	381.531043	6.028437608	388.75969	
1143.178287	91.729103	381.530617	6.028487679	388.759845	
1144.23154	91.793847	381.527359	6.028369421	388.755539	
1145.284587	91.834075	381.526142	6.028360449	388.752905	
1146.334592	91.918755	381.524864	6.028344141	388.749418	
1147.383533	91.993484	381.520158	6.028309161	388.745569	
1148.43515	92.005897	381.518474	6.028260134	388.744033	
1149.487617	92.044281	381.519324	6.028342403	388.743414	
1150.536987	92.128166	381.515718	6.028323556	388.741329	
1151.589255	92.211711	381.516356	6.028365631	388.739265	
1152.642107	92.257756	381.509153	6.028186696	388.735518	
1153.694188	92.238037	381.506611	6.028075288	388.734973	
1154.746072	92.363469	381.507597	6.028144484	388.733612	
1155.797711	92.406735	381.503617	6.028002927	388.730017	
1156.85117	92.508729	381.502308	6.02802226	388.728361	
1157.900383	92.552272	381.495067	6.027896284	388.722901	
1158.949204	92.573581	381.494434	6.027859425	388.722397	
1160.00138	92.617719	381.4932	6.027773749	388.718668	
1161.052521	92.687513	381.495629	6.027782789	388.716019	
1162.102391	92.730139	381.49318	6.027752016	388.714338	
1163.152127	92.805281	381.491947	6.027757788	388.712145	
1164.201645	92.879606	381.485218	6.027640678	388.70689	
1165.25445	92.942053	381.488425	6.027704795	388.707561	
1166.307888	92.992776	381.482101	6.027617657	388.701501	
1167.359587	93.060609	381.480658	6.027559937	388.697604	
1168.411337	93.080961	381.480932	6.027571203	388.698612	
1169.461362	93.141158	381.477192	6.027530833	388.696258	
1170.513105	93.231616	381.469951	6.027432047	388.691707	
1171.564213	93.217943	381.46752	6.027442132	388.689878	
1172.614494	93.287057	381.469158	6.027487369	388.689812	
1173.664114	93.367913	381.462173	6.027469739	388.685865	
1174.714915	93.442924	381.464008	6.02740854	388.685885	
1175.766294	93.448732	381.456892	6.027148346	388.681523	
1176.818771	93.525442	381.459749	6.027247792	388.682009	
1177.871572	93.578766	381.455193	6.027239794	388.679806	
1178.923539	93.668074	381.454441	6.027268551	388.679334	
1179.978648	93.693668	381.448546	6.027202868	388.674672	
1181.02947	93.780264	381.450867	6.027297967	388.674627	
1182.078964	93.863656	381.446224	6.027270532	388.672775	
1183.131308	93.913731	381.442712	6.027274602	388.670717	
1184.183169	93.937202	381.444415	6.02732742	388.671451	
1185.23409	93.976544	381.442688	6.027349986	388.670376	
1186.287513	94.029716	381.437381	6.027280235	388.665897	
1187.338178	94.099337	381.437549	6.027383749	388.666593	
1188.390482	94.132187	381.436145	6.027372311	388.663988	
1189.442559	94.235853	381.429811	6.027228391	388.660595	
1190.494403	94.226249	381.420811	6.027078211	388.657846	
1191.543493	94.358662	381.415649	6.027160725	388.65768	
1192.595365	94.364283	381.412118	6.027075881	388.654486	
1193.646469	94.446921	381.41382	6.027182074	388.654647	
1194.697868	94.473535	381.410863	6.02717724	388.651907	
1195.75156	94.559714	381.409366	6.027135342	388.650114	
1196.803724	94.60505	381.404959	6.027045282	388.646501	
1197.854752	94.675886	381.402663	6.026983945	388.645498	
1198.903866	94.733065	381.406147	6.027010128	388.64553	
1199.952838	94.79381	381.400942	6.026908316	388.641572	
1201.006213	94.840467	381.399182	6.02688123	388.64097	
1202.057611	94.864497	381.399652	6.0268136	388.63985	
1203.107829	94.963754	381.400078	6.026784531	388.63949	
1204.158726	94.994732	381.394892	6.026670166	388.636469	
1205.210141	95.049193	381.395446	6.026693429	388.636907	
1206.263964	95.105672	381.393525	6.02670852	388.635617	
1207.31696	95.167925	381.391592	6.026738039	388.635952	
1208.367561	95.302312	381.389114	6.026773437	388.632437	
1209.417512	95.324008	381.388403	6.026662863	388.631063	
1210.469615	95.36914	381.38571	6.026557993	388.62816	
1211.522805	95.415188	381.386604	6.0264929	388.627832	
1212.575575	95.453152	381.379412	6.026330411	388.623118	
1213.62717	95.515196	381.379944	6.026238199	388.62215	
1214.678818	95.575355	381.378038	6.026246334	388.621362	
1215.72634	95.663511	381.377594	6.026298388	388.619302	
1216.776775	95.720806	381.375232	6.026185659	388.6171	
1217.826094	95.785225	381.373347	6.026170359	388.616367	
1218.876064	95.857717	381.3723	6.026164169	388.61481	
1219.92737	95.851239	381.369816	6.026153355	388.61341	
1220.978749	95.949688	381.366802	6.026158779	388.609905	
1222.031987	96.002044	381.369349	6.026179991	388.610218	
1223.083334	96.02656	381.36385	6.026000881	388.605644	
1224.136412	96.100694	381.364945	6.026053944	388.605141	
1225.187432	96.142063	381.364074	6.025899348	388.602368	
1226.239479	96.199045	381.363354	6.025918612	388.60245	
1227.289984	96.262132	381.359602	6.025835473	388.599992	
1228.340085	96.27373	381.359399	6.025871218	388.598788	
1229.390264	96.389725	381.356821	6.025826641	388.59485	
1230.44058	96.364617	381.354224	6.025453715	388.593376	
1231.492812	96.506197	381.35397	6.025592037	388.592243	
1232.541504	96.532408	381.351635	6.025489044	388.589591	
1233.590913	96.582081	381.352744	6.025519261	388.590015	
1234.640896	96.675062	381.343991	6.025427567	388.585472	
1235.692231	96.704813	381.343842	6.025388345	388.585065	
1236.741845	96.770938	381.343431	6.025390989	388.583819	
1237.792542	96.826062	381.338154	6.025386294	388.580839	
1238.845963	96.881273	381.338754	6.025413415	388.579557	
1239.896841	96.951316	381.335957	6.025461956	388.57889	
1240.946943	96.989366	381.328705	6.025364282	388.578163	
1241.999005	97.063891	381.32253	6.025297729	388.572499	
1243.050025	97.092715	381.323519	6.025302563	388.573922	
1244.100973	97.140207	381.317966	6.024867675	388.569703	
1245.15195	97.253605	381.319673	6.024766838	388.56971	
1246.203852	97.237896	381.315608	6.024565891	388.566971	
1247.254199	97.304284	381.311036	6.024477536	388.563507	
1248.306265	97.348363	381.312545	6.024555877	388.563498	
1249.356403	97.387329	381.307167	6.024447215	388.559049	
1250.405801	97.443857	381.30463	6.024530807	388.555636	
1251.457052	97.484519	381.305505	6.024546975	388.55448	
1252.508848	97.542332	381.306036	6.024605148	388.55509	
1253.5598	97.62154	381.303317	6.024403091	388.552723	
1254.612992	97.663895	381.300081	6.024301871	388.54968	
1255.666248	97.744368	381.297359	6.024273114	388.546974	
1256.715937	97.761928	381.297441	6.024324576	388.548024	
1257.765698	97.78384	381.296877	6.024292065	388.544803	
1258.816951	97.881675	381.293167	6.024229129	388.5422	
1259.868625	97.954208	381.291863	6.024306182	388.540179	
1260.92001	97.964663	381.286927	6.024160175	388.536073	
1261.971329	98.057035	381.288168	6.024256564	388.537033	
1263.022684	98.061789	381.287525	6.024149744	388.535047	
1264.07205	98.15469	381.284797	6.024226521	388.532605	
1265.124441	98.216112	381.286218	6.02422899	388.532828	
1266.177855	98.265352	381.280742	6.024088128	388.527905	
1267.229821	98.295745	381.277813	6.024092615	388.526554	
1268.281639	98.369961	381.276553	6.024090703	388.524157	
1269.331736	98.430259	381.276496	6.024188237	388.524432	
1270.382702	98.449479	381.266795	6.024144842	388.521931	
1271.435052	98.551652	381.26185	6.024110314	388.518258	
1272.485075	98.577318	381.260288	6.023985657	388.516027	
1273.535542	98.67618	381.262267	6.024060868	388.516172	
1274.584848	98.700515	381.261328	6.024124049	388.515466	
1275.634408	98.731618	381.255598	6.023851473	388.511047	
1276.684721	98.77467	381.255414	6.023856656	388.511449	
1277.736537	98.852262	381.248886	6.023660996	388.507297	
1278.789751	98.909291	381.247835	6.02361221	388.505025	
1279.839611	98.960912	381.251139	6.023728659	388.505865	
1280.892817	99.018307	381.247605	6.023677478	388.503717	
1281.945285	99.071569	381.249697	6.023714681	388.502876	
1282.995904	99.145095	381.246408	6.023711239	388.500524	
1284.048534	99.164102	381.240653	6.023559184	388.497274	
1285.10031	99.259931	381.237529	6.02340198	388.494925	
1286.15342	99.284217	381.23965	6.023224332	388.494457	
1287.206039	99.348897	381.235792	6.0231083	388.492714	
1288.259088	99.425727	381.23436	6.023133473	388.492066	
1289.30982	99.468371	381.230606	6.023148078	388.490649	
1290.362476	99.55571	381.224457	6.023049467	388.487843	
1291.413543	99.603283	381.224607	6.023087019	388.48768	
1292.465549	99.649747	381.222783	6.023077319	388.487722	
1293.515677	99.698198	381.221895	6.022963963	388.486084	
1294.566372	99.761644	381.215028	6.022826546	388.481732	
1295.618114	99.825349	381.21553	6.022795669	388.480868	
1296.668507	99.825804	381.2147	6.022784332	388.479796	
1297.719042	99.934111	381.214493	6.022862882	388.479876	
1298.770321	99.941284	381.207504	6.022731549	388.475012	
1299.822392	100.034447	381.207601	6.022668856	388.473653	
1300.874147	100.073809	381.206238	6.022699212	388.473679	
1301.924251	100.120147	381.201001	6.02260418	388.469145	
1302.974945	100.144727	381.197333	6.022542739	388.46776	
1304.025141	100.223652	381.200374	6.022641629	388.469241	
1305.076964	100.291482	381.199049	6.022601678	388.468114	
1306.12766	100.312827	381.193952	6.022551362	388.46515	
1307.180607	100.355437	381.191711	6.022459426	388.46406	
1308.233063	100.452672	381.191504	6.022595661	388.464668	
1309.28447	100.467347	381.186597	6.022437449	388.462004	
1310.335645	100.513067	381.18258	6.022468537	388.460014	
1311.387319	100.619962	381.179222	6.022530883	388.458883	
1312.438145	100.651397	381.178277	6.022428966	388.456788	
1313.50897	100.685401	381.177277	6.022430809	388.457428	
1314.558918	100.725403	381.170998	6.02228456	388.453983	
1315.611437	100.77288	381.173218	6.022250033	388.453112	
1316.66264	100.872547	381.167576	6.022169014	388.450753	
1317.713152	100.945947	381.166457	6.021973771	388.448758	
1318.766085	100.956253	381.162905	6.021804989	388.446417	
1319.819356	100.999666	381.160736	6.021792506	388.447276	
1320.871123	101.040632	381.151953	6.021685896	388.442769	
1321.922368	101.101194	381.143489	6.0216159	388.439618	
1322.976057	101.179405	381.141069	6.021655054	388.439284	
1324.028388	101.210704	381.137785	6.021532729	388.437478	
1325.080708	101.225812	381.136347	6.021458142	388.435463	
1326.133132	101.327093	381.133581	6.021478031	388.434857	
1327.18482	101.377291	381.133479	6.021487142	388.435245	
1328.240541	101.383746	381.131906	6.021430778	388.434342	
1329.29204	101.506015	381.12595	6.021381542	388.428526	
1330.343933	101.556548	381.124806	6.021381542	388.4275	
1331.393668	101.605811	381.122706	6.021327087	388.426463	
1332.443861	101.631171	381.118287	6.021210359	388.422946	
1333.495776	101.694567	381.115547	6.021068005	388.420683	
1334.548551	101.763545	381.120126	6.021130977	388.421487	
1335.601692	101.799668	381.109595	6.021051941	388.415807	
1336.654847	101.835584	381.103755	6.021104549	388.413128	
1337.705007	101.889008	381.100997	6.020961256	388.409049	
1338.75483	101.937993	381.094564	6.020988413	388.405777	
1339.806487	102.003829	381.096352	6.021043143	388.405255	
1340.856363	102.086356	381.092	6.021028331	388.401255	
1341.913393	102.076079	381.087964	6.020915253	388.39845	
1342.964027	102.148398	381.088561	6.021031634	388.398612	
1344.016835	102.232334	381.084121	6.021004199	388.39562	
1345.068396	102.256112	381.082766	6.021001799	388.394172	
1346.121693	102.263281	381.082196	6.020920226	388.393134	
1347.172148	102.35018	381.078159	6.020662985	388.39038	
1348.222428	102.40048	381.08103	6.020761807	388.390178	
1349.273768	102.434012	381.078119	6.020765526	388.38537	
1350.324701	102.460263	381.074602	6.020610896	388.382809	
1351.377512	102.531924	381.072995	6.020621884	388.381695	
1352.428717	102.599071	381.072743	6.020511032	388.380158	
1353.48067	102.620675	381.072523	6.020350737	388.378665	
1354.530736	102.700881	381.071223	6.020277367	388.37556	
1355.583048	102.725599	381.06608	6.020007122	388.373106	
1356.634073	102.794927	381.065708	6.019977879	388.370859	
1357.686203	102.81933	381.061848	6.020054411	388.367018	
1358.736775	102.893311	381.064377	6.020133692	388.366745	
1359.788458	102.96282	381.061846	6.020253584	388.363268	
1360.839839	102.985701	381.057888	6.020256122	388.361552	
1361.89002	103.03859	381.055543	6.020212693	388.360481	
1362.940255	103.077136	381.055742	6.020333349	388.358488	
1363.992796	103.159073	381.05113	6.020230842	388.353654	
1365.044172	103.188476	381.052388	6.020282375	388.355513	
1366.095121	103.231417	381.049607	6.020331126	388.352448	
1367.148043	103.335066	381.041047	6.020331543	388.350691	
1368.198267	103.336015	381.038051	6.020319546	388.348002	
1369.251175	103.404639	381.037212	6.020349796	388.347009	
1370.301916	103.42874	381.034763	6.020339782	388.343801	
1371.35279	103.468576	381.028996	6.020252436	388.339902	
1372.403272	103.569291	381.028097	6.020340548	388.337891	
1373.452514	103.560259	381.027255	6.020231887	388.335389	
1374.503849	103.640411	381.024632	6.020297605	388.332874	
1375.553833	103.700761	381.026148	6.02018651	388.331238	
1376.603036	103.740881	381.023441	6.020038243	388.326025	
1377.654006	103.811574	381.022467	6.020049858	388.323414	
1378.703999	103.805638	381.01831	6.019959207	388.32178	
1379.752197	103.861161	381.020129	6.019878086	388.321068	
1380.800679	103.904594	381.020487	6.019822415	388.320297	
1381.853946	103.939375	381.016862	6.019756315	388.317316	
1382.904488	104.055962	381.013648	6.01975482	388.313668	
1383.955435	104.06129	381.015422	6.019760835	388.314667	
1385.006644	104.077964	381.009687	6.019623904	388.310504	
1386.057055	104.160307	381.011346	6.019639933	388.309502	
1387.106388	104.208211	381.004394	6.019553005	388.305541	
1388.155037	104.178871	381.003696	6.019491772	388.305179	
1389.206981	104.231326	381.000803	6.019495632	388.302468	
1390.258548	104.208458	380.998867	6.019375565	388.301629	
1391.310091	104.198541	380.995481	6.019332448	388.301518	
1392.36023	104.205666	380.992943	6.019280221	388.300743	
1393.410676	104.202058	380.990232	6.019200108	388.29909	
1394.462256	104.196693	380.986845	6.019040854	388.298907	
1395.512736	104.23549	380.981592	6.018848844	388.296415	
1396.564116	104.26301	380.980436	6.018803815	388.295906	
1397.615615	104.180967	380.969182	6.018558607	388.293191	
1398.666094	104.063067	380.955706	6.018386522	388.293101	
1399.717509	104.038995	380.946298	6.01800772	388.292155	
1400.7683	103.995784	380.941628	6.017762163	388.290639	
1401.821105	104.006799	380.93799	6.017706841	388.288954	
1402.871406	104.005533	380.931957	6.017554159	388.284783	
1403.921518	103.948807	380.929508	6.017726174	388.285677	
1404.972371	103.951663	380.919771	6.01749807	388.28397	
1406.022854	103.911418	380.91432	6.017073788	388.282396	
1407.07323	103.858544	380.908798	6.016941585	388.282376	
1408.123661	103.878493	380.903553	6.016886926	388.28053	
1409.175161	103.877937	380.895461	6.016729861	388.278234	
1410.224591	103.943247	380.892085	6.016676974	388.27744	
1411.275911	103.947051	380.886085	6.016604927	388.275267	
1412.326779	104.007991	380.880884	6.016552491	388.275477	
1413.377783	103.937127	380.872686	6.016352763	388.27315	
1414.428642	103.874512	380.864646	6.016112456	388.269569	
1415.479675	103.431302	380.837218	6.015416432	388.26722	
1416.528362	101.137837	380.747206	6.012592665	388.264679	
1417.599653	99.8289	380.686226	6.010470238	388.259602	
1418.650177	99.354718	380.650181	6.009899844	388.256498	
1419.70038	98.967211	380.634927	6.009216235	388.254075	
